step,max_dx,mean_dx,max_v,mean_v,min_y,max_y,n_inf
82,1.4879838692524097e-05,3.9856331069558615e-06,0.0024017003638242135,0.000474842763723848,0.04687646918725405,0.19969077414704878,0
83,1.6333318802662574e-05,3.4153800790385144e-06,0.013326996331883039,0.0030671297535822496,0.04687645268792172,0.19968834730451487,0
84,1.956124075213901e-05,5.044834630635703e-06,0.004784285512855658,0.0015164303782920002,0.04687640306600471,0.199684271810318,0
85,8.057175468656604e-06,1.2419337018636023e-06,0.01005883141563686,0.002245074164972158,0.04687639509873149,0.19968490576697728,0
86,1.9136324511619763e-05,5.119084302699428e-06,0.007113375753693919,0.002293529392398952,0.04687643915491858,0.19968923382867998,0
87,3.5172112773317423e-06,1.133229565909443e-06,0.005655986557988185,0.0011926243793486098,0.04687646696418829,0.19969028698113486,0
88,1.555564303329043e-05,4.357228239565734e-06,0.008079884994147803,0.0025873692481324347,0.046876434192825917,0.19968647645036672,0
89,7.852454518248693e-06,2.6607164772941552e-06,0.0012772452186427018,0.00023418691988130678,0.04687639426887262,0.1996840787516488,0
90,1.054004293440453e-05,2.9721708215579584e-06,0.007813133129958494,0.0023987494247215374,0.04687641197271858,0.1996866953059581,0
91,1.1633076797621067e-05,3.5711482715859938e-06,0.0028636433429033697,0.0008597044405600128,0.04687645472164541,0.19968975599566022,0
92,5.149605173542852e-06,1.335977955707597e-06,0.00661574259092197,0.0018454918078182544,0.04687645295757063,0.19968857107397678,0
93,1.3730352187633907e-05,3.7508833509500503e-06,0.005655298118864458,0.001500303238076961,0.046876415709433995,0.19968549414573578,0
94,1.6206914213789125e-06,3.916269069851734e-07,0.004248950888689464,0.0010828317340220788,0.04687640346886533,0.1996853790763556,0
95,1.3339567678876722e-05,3.2951881528353863e-06,0.007419744243385148,0.0017980458960014047,0.04687642980618521,0.19968802485048603,0
96,6.676950932097587e-06,1.6048773152957863e-06,0.0016375696656884603,0.0003173671450382296,0.04687645225893246,0.19968912834445632,0
97,1.0004431275654921e-05,2.3820756655078278e-06,0.007327257588842879,0.0017609578253810823,0.04687643859616191,0.19968713295002316,0
98,9.935960066314155e-06,2.4430845033748283e-06,0.0018779005165004833,0.0004965175028467028,0.04687641078959296,0.1996852879946917,0
99,5.442963823944445e-06,1.2305969055094135e-06,0.005528817851336162,0.0014412123494628843,0.046876412253960005,0.19968645149252684,0
