action_id,midpoint_x,midpoint_z,angle,angle_deg,target_gap,gripper_rate,actual_gap_f29,offset_along_axis,offset_perp_axis,compression_RMS,residual_RMS,normalized_residual,max_disp_f29,max_disp_f39,min_finger_clearance,finger_pin_distance,both_fingers_contact,first_contact_frame,height_ratio_f39,quality_class
30,0.46582970279255287,0.5283261258412103,0.29862296728181414,17.10983569092122,0.15373716372328777,0.009271047271278537,0.15373716372331223,-0.04099167688728196,0.017019431317938476,0.021192638903506634,0.01934299548973009,0.9127223644871101,0.08247778965118084,0.07434435053635301,-0.0158384511726004,0.012648259513568176,True,"[27, 20]",1.1257836821247111,GOOD
31,0.577198775491562,0.448310186289404,1.8700758124877312,107.14745142504533,0.11039323696487396,0.009993446050585435,0.11039323696490538,0.0266315048096567,0.08900702629796109,0.021647605845578708,0.019335994031083017,0.8932162830852811,0.11584655538249651,0.10504282799491516,-0.02062591862606402,0.04547327257899048,True,"[17, 26]",1.1827697921467004,GOOD
32,0.5685328265693987,0.42852273698322907,0.5705925392384773,32.69254432001757,0.09771917709620079,0.010204680381729987,0.09771917709621944,0.09628300201182913,0.023137220436993795,0.04974547820056195,0.038564374135393695,0.7752337605422406,0.17111214672264477,0.14993585323553818,-0.04463753038439529,-0.046736210489968684,True,"[11, 25]",1.1542868198889285,PIN_COLLISION
33,0.43307697719869354,0.4372256423168274,1.4974586303763824,85.79805951600744,0.06085977037913541,0.01081900382701441,0.0608597703791304,0.05770203798874373,0.07134273456592934,0.04006654096302915,0.03524537767181437,0.8796710877621444,0.14771982180772839,0.13630076202567912,-0.02120350571398592,0.0035123278213874884,True,"[15, 24]",1.1672576802390633,GOOD
34,0.42874857354616286,0.5857392536495064,2.7573081685175036,157.98212087299973,0.1051261220510584,0.010081231299149028,0.10512612205106298,0.03391154512917338,0.10619789308189216,0.01508737502635979,0.011154125579871442,0.7393019369097407,0.08617566072275162,0.06811914971505208,-0.013937386430337241,0.05381239021573985,True,"[18, 28]",1.1171616539327889,TOO_WEAK
35,0.5348435262127862,0.4683872308353459,2.0563184618049806,117.81836919625876,0.11832942057219575,0.009861176323796739,0.11832942057219614,0.011698889951154888,0.04556944664037069,0.024490849090059108,0.022409946094544622,0.9150334482948111,0.10751717519263529,0.09747539444075866,-0.019748514348292598,0.033084928080298136,True,"[18, 24]",1.164902538087444,GOOD
36,0.5233030671268085,0.4266968039617408,1.0286034776421533,58.93463806137452,0.07419263600049832,0.010596789399991695,0.0741926360005215,0.07481473852391045,0.017864668665802656,0.05247953494653311,0.043072101425116124,0.8207409129863401,0.17900716478080136,0.16107437344049316,-0.044359333769842524,-0.05070834931352576,True,"[11, 25]",1.1782344343717241,PIN_COLLISION
37,0.46207510493624115,0.43502983962552877,1.1429640732544744,65.48701753256283,0.08979871167983883,0.010336688138669354,0.08979871167983794,0.04337920646843008,0.061462702925033696,0.037541130593399065,0.03348892872429467,0.8920596741479889,0.15245375765092706,0.14139023885825688,-0.02376174407510611,0.007082995196071008,True,"[14, 26]",1.213120032498001,GOOD
38,0.5181444801695175,0.5909933262515916,2.506776475533221,143.62771223073304,0.0683772245526025,0.010693712924123293,0.06837722455257508,-0.06857131373054948,0.06250585985503411,0.042667798386226516,0.03666404882357387,0.8592908518900592,0.1398461406004846,0.129106971491301,-0.020524293668677116,-0.006598820636938861,True,"[25, 16]",1.162920644328204,PIN_COLLISION
39,0.552737080851466,0.4871981478855526,1.2343016962835278,70.72027784288451,0.10016291837542994,0.010163951360409504,0.10016291837545965,0.029496644569006494,0.04555255287537618,0.02281199664853779,0.021708330329155215,0.9516190390351772,0.08975910052547131,0.08260588362596723,-0.01597385567526282,0.00985238244433357,True,"[20, 23]",1.1341207019486081,GOOD
40,0.49598708466012525,0.5197567198347636,3.0060659215100367,172.23489024062968,0.18733134742715957,0.00871114420954734,0.18733134742717525,0.0013067436023980203,0.02011775060268752,0.0062852567123362155,0.003704253682672919,0.5893559884996418,0.030603483482258585,0.020404583024335062,-0.008368805027634173,0.06882434790268385,True,"[26, 27]",1.0596112956554433,TOO_WEAK
41,0.5015800768608257,0.5505649164424393,3.027518008952138,173.46400431280767,0.05527848339584242,0.01091202527673596,0.05527848339585578,-0.007325479993222349,0.05005641577845827,0.027361663456920284,0.027227537719027795,0.995098041531588,0.09237080706069825,0.08837005820710522,-0.01656450561043545,0.012289320258503829,True,"[21, 21]",1.1486319377880094,GOOD
42,0.42303076265807354,0.4548851808545389,1.0960890491697912,62.801276487936406,0.1411345409863725,0.009481090983560458,0.14113454098635278,0.004945364585367401,0.08907948008740994,0.008690122461007786,0.006087473756607314,0.700504945001817,0.05664414501030675,0.042898621810975146,-0.01162942765245803,0.07202943300357692,True,"[21, 27]",1.1053472386304153,TOO_WEAK
43,0.5736790837294798,0.564133356940445,1.6238465242948248,93.03955241908136,0.19562710963266433,0.008572881506122261,0.19562710963267924,-0.06794998891337958,0.07017473803540569,0.02570284738427698,0.01916848557520931,0.7457728433206631,0.08452234660569005,0.06984312849766154,-0.015140685802316391,0.03261114636355903,False,"[None, 20]",1.1113018649493087,INVALID_GEOMETRY
44,0.4095500745560069,0.4021921150730642,2.87277538041154,164.5979047866708,0.1801443826081952,0.008830926956530082,0.180144382608204,0.11317840943983165,0.07027246262494617,0.042701310000205765,0.02894535536392518,0.6778563787337134,0.12605790662697477,0.10499713496623231,-0.020917736079905623,0.0036040534732580745,False,"[14, None]",1.1229644950985607,INVALID_GEOMETRY
45,0.527322562693648,0.5396778533852216,0.6526616198978494,37.394756270318325,0.15841344846304983,0.009193109192282504,0.1584134484630322,-0.0023895226654429974,0.048115950191581956,0.013197807745334824,0.010558587400493454,0.8000258530986493,0.06641801143054539,0.05412097561458565,-0.012895604596850949,0.060975475796914626,True,"[21, 24]",1.123181242746321,TOO_WEAK
46,0.5390414931839607,0.4919717954349944,2.7738999047784034,158.93275733554344,0.1031380270281844,0.010114366216196928,0.10313802702815367,-0.0335460832108498,0.021525579197354122,0.03109289466357725,0.02828210019909622,0.9096001033389264,0.11597932090525587,0.10847324868226549,-0.018416753943673703,-0.003402400164948534,True,"[25, 17]",1.1642587600890681,PIN_COLLISION
47,0.48730129360120017,0.5276822877799854,2.646690111909105,151.64417309139927,0.19727542973945483,0.00854540950434242,0.19727542973945258,-0.0019725366422520436,0.03039202691713438,0.010326266091724986,0.006604572289849347,0.6395895894201254,0.05161575128785582,0.041550670988260534,-0.011309497854346033,0.07488857105498489,True,"[23, 26]",1.0950889342020724,TOO_WEAK
48,0.5679514863273861,0.5204670259404064,0.1996047057930599,11.436507212892826,0.12372485880148706,0.00977125235330855,0.12372485880151496,0.06254407107976317,0.0335342036988467,0.03788124831156857,0.03203327120957,0.8456234321028789,0.12589143811191242,0.11462895411819031,-0.021490920318752844,-0.014424288560693964,True,"[16, 28]",1.1515713641720775,PIN_COLLISION
49,0.44578509214515855,0.4830015687653113,0.07480491808983218,4.286006093369208,0.07974328328467976,0.010504278611922007,0.07974328328465555,-0.05279291065376033,0.021002654185922984,0.034533235771669446,0.03173152338584015,0.918869103250157,0.13102982747581116,0.12175938836164743,-0.03463264942960208,-0.031657380570832075,True,"[25, 16]",1.1529272934281074,PIN_COLLISION
